Index,Cr,Co,C,Density,BCC_A2#1,BCC_A2#2,M23C6#1,HCS,GRF,SR,Maximum nunmber density,Precipitation speed
3480,0.1375,0.0025,0.0019,7763.8656,0.11147,0.846544,0.041986,1.6516,16.605,126.1,2.22E+25,6.67E+21
3481,0.1375,0.0025,0.0022,7762.1395,0.106099,0.845338,0.048563,2.0085,18.9807,168.1,2.21E+25,6.14E+21
3482,0.1375,0.0025,0.0025,7760.4142,0.100739,0.844135,0.055126,2.2951,21.3527,213.23,2.13E+25,5.33E+21
3483,0.1375,0.0025,0.0028,7758.6896,0.095391,0.842934,0.061675,1.803,23.8495,210.17,2.00E+25,4.46E+21
3484,0.1375,0.0025,0.0031,7756.9658,0.090055,0.841735,0.06821,1.4477,26.2046,210.2,1.84E+25,3.68E+21
3485,0.1375,0.0025,0.0034,7755.2428,0.08473,0.84054,0.074731,1.1661,28.731,204.34,1.66E+25,2.94E+21
3486,0.1375,0.0025,0.0037,7753.5205,0.079416,0.839346,0.081238,1.0107,31.1453,202.44,1.48E+25,2.31E+21
3487,0.1375,0.0025,0.004,7751.799,0.074114,0.838156,0.087731,0.8775,33.5632,200.04,1.29E+25,1.72E+21
3488,0.1375,0.005,0.001,7769.9319,0.127683,0.850145,0.022172,1.1543,9.3079,53.09,1.67E+25,5.64E+21
3489,0.1375,0.005,0.0013,7768.2031,0.122276,0.848931,0.028793,1.2703,11.7359,73.1,1.97E+25,6.37E+21
3490,0.1375,0.005,0.0016,7766.4751,0.116881,0.847719,0.035399,1.4509,14.1639,98.09,2.15E+25,6.47E+21
3491,0.1375,0.005,0.0019,7764.7478,0.111498,0.846511,0.041992,1.7011,16.7015,130.1,2.22E+25,6.28E+21
3492,0.1375,0.005,0.0022,7763.0213,0.106126,0.845304,0.048569,2.0765,18.9877,174.09,2.21E+25,5.67E+21
3493,0.1375,0.005,0.0025,7761.2956,0.100766,0.844101,0.055133,2.2626,21.38,214.22,2.13E+25,5.04E+21
3494,0.1375,0.005,0.0028,7759.5706,0.095417,0.8429,0.061683,1.7885,23.8868,212.09,2.00E+25,4.21E+21
3495,0.1375,0.005,0.0031,7757.8464,0.09008,0.841701,0.068219,1.3979,26.352,209.1,1.84E+25,3.49E+21
3496,0.1375,0.005,0.0034,7756.123,0.084754,0.840505,0.07474,1.1664,28.7884,206.18,1.67E+25,2.77E+21
3497,0.1375,0.005,0.0037,7754.4003,0.07944,0.839312,0.081248,1.0232,31.3223,205.37,1.48E+25,2.18E+21
3498,0.1375,0.005,0.004,7752.6784,0.074137,0.838121,0.087742,0.8857,33.7498,202.56,1.29E+25,1.63E+21
3499,0.1375,0.0075,0.001,7770.8212,0.127713,0.850112,0.022175,1.166,9.4613,54.1,1.67E+25,5.34E+21
3500,0.1375,0.0075,0.0013,7769.092,0.122305,0.848898,0.028797,1.2705,11.8124,74.1,1.97E+25,6.03E+21
3501,0.1375,0.0075,0.0016,7767.3636,0.11691,0.847686,0.035404,1.4682,14.2502,100.09,2.15E+25,6.27E+21
3502,0.1375,0.0075,0.0019,7765.636,0.111526,0.846477,0.041997,1.7491,16.7979,134.1,2.22E+25,5.95E+21
3503,0.1375,0.0075,0.0022,7763.9091,0.106153,0.845271,0.048576,2.1424,19.0947,180.09,2.21E+25,5.36E+21
3504,0.1375,0.0075,0.0025,7762.183,0.100792,0.844067,0.05514,2.2457,21.6072,216.16,2.13E+25,4.78E+21
3505,0.1375,0.0075,0.0028,7760.4576,0.095443,0.842866,0.061691,1.7594,24.0237,212.94,2.00E+25,3.99E+21
3506,0.1375,0.0075,0.0031,7758.733,0.090105,0.841667,0.068227,1.3732,26.4988,209.96,1.85E+25,3.31E+21
3507,0.1375,0.0075,0.0034,7757.0092,0.084779,0.840471,0.07475,1.1666,29.0453,208.04,1.67E+25,2.68E+21
3508,0.1375,0.0075,0.0037,7755.2861,0.079464,0.839278,0.081258,1.0026,31.4984,205.17,1.48E+25,2.07E+21
3509,0.1375,0.0075,0.004,7753.5639,0.07416,0.838087,0.087753,0.8663,34.0354,202.37,1.29E+25,1.55E+21
3510,0.1375,0.01,0.001,7771.7166,0.127742,0.85008,0.022178,1.1779,9.5152,55.1,1.67E+25,4.96E+21
3511,0.1375,0.01,0.0013,7769.987,0.122334,0.848865,0.0288,1.3027,11.8894,76.1,1.97E+25,5.72E+21
3512,0.1375,0.01,0.0016,7768.2582,0.116938,0.847654,0.035409,1.5107,14.4366,103.1,2.15E+25,5.94E+21
3513,0.1375,0.01,0.0019,7766.5302,0.111553,0.846445,0.042002,1.7957,16.8945,138.1,2.22E+25,5.65E+21
3514,0.1375,0.01,0.0022,7764.8029,0.10618,0.845238,0.048582,2.2207,19.3015,186.9,2.21E+25,5.10E+21
3515,0.1375,0.01,0.0025,7763.0764,0.100818,0.844034,0.055147,2.2123,21.634,217.01,2.13E+25,4.53E+21
3516,0.1375,0.01,0.0028,7761.3506,0.095468,0.842833,0.061699,1.7311,24.1602,213.8,2.00E+25,3.78E+21
3517,0.1375,0.01,0.0031,7759.6257,0.09013,0.841634,0.068236,1.3606,26.7451,211.79,1.85E+25,3.13E+21
3518,0.1375,0.01,0.0034,7757.9014,0.084802,0.840438,0.074759,1.1555,29.2016,208.84,1.67E+25,2.55E+21
3519,0.1375,0.01,0.0037,7756.178,0.079487,0.839245,0.081269,0.9931,31.6737,205.94,1.49E+25,1.97E+21
3520,0.1375,0.01,0.004,7754.4553,0.074182,0.838053,0.087764,0.858,34.2201,203.14,1.30E+25,1.50E+21
3521,0.1375,0.0125,0.001,7772.618,0.127771,0.850048,0.022181,1.1891,9.5696,56.1,1.67E+25,4.71E+21
3522,0.1375,0.0125,0.0013,7770.8881,0.122363,0.848833,0.028804,1.3344,11.9666,78.1,1.97E+25,5.43E+21
3523,0.1375,0.0125,0.0016,7769.1588,0.116965,0.847621,0.035413,1.5523,14.5232,106.1,2.15E+25,5.50E+21
3524,0.1375,0.0125,0.0019,7767.4304,0.11158,0.846412,0.042008,1.8404,16.9911,142.1,2.22E+25,5.38E+21
3525,0.1375,0.0125,0.0022,7765.7027,0.106206,0.845206,0.048588,2.3242,19.3083,195.22,2.21E+25,4.84E+21
3526,0.1375,0.0125,0.0025,7763.9758,0.100844,0.844002,0.055155,2.1789,21.7606,217.82,2.13E+25,4.31E+21
3527,0.1375,0.0125,0.0028,7762.2497,0.095493,0.8428,0.061707,1.7163,24.3963,215.62,2.01E+25,3.68E+21
3528,0.1375,0.0125,0.0031,7760.5243,0.090154,0.841601,0.068245,1.346,26.891,212.55,1.85E+25,2.98E+21
3529,0.1375,0.0125,0.0034,7758.7997,0.084826,0.840405,0.074769,1.145,29.2572,209.56,1.68E+25,2.42E+21
3530,0.1375,0.0125,0.0037,7757.0759,0.079509,0.839211,0.081279,0.9841,31.8482,206.68,1.49E+25,1.91E+21
3531,0.1375,0.0125,0.004,7755.3528,0.074204,0.83802,0.087775,0.8494,34.404,203.85,1.30E+25,1.43E+21
3532,0.1375,0.015,0.001,7773.5255,0.1278,0.850016,0.022184,1.1991,9.5246,57.09,1.67E+25,4.48E+21
3533,0.1375,0.015,0.0013,7771.7951,0.122391,0.848802,0.028808,1.3646,11.9442,80.09,1.97E+25,5.16E+21
3534,0.1375,0.015,0.0016,7770.0655,0.116993,0.84759,0.035418,1.5664,14.5102,108.09,2.15E+25,5.25E+21
3535,0.1375,0.015,0.0019,7768.3367,0.111607,0.84638,0.042013,1.9049,17.0878,147.1,2.22E+25,5.12E+21
3536,0.1375,0.015,0.0022,7766.6086,0.106232,0.845174,0.048594,2.4235,19.4152,203.48,2.21E+25,4.61E+21
3537,0.1375,0.015,0.0025,7764.8813,0.100869,0.84397,0.055162,2.1457,21.9864,218.6,2.13E+25,4.10E+21
3538,0.1375,0.015,0.0028,7763.1548,0.095517,0.842768,0.061715,1.6872,24.5321,216.33,2.01E+25,3.50E+21
3539,0.1375,0.015,0.0031,7761.4291,0.090177,0.841569,0.068254,1.3335,26.9365,213.27,1.85E+25,2.84E+21
3540,0.1375,0.015,0.0034,7759.7041,0.084849,0.840373,0.074779,1.1349,29.5123,210.3,1.68E+25,2.30E+21
3541,0.1375,0.015,0.0037,7757.9798,0.079531,0.839179,0.08129,0.9853,32.022,208.4,1.49E+25,1.78E+21
3542,0.1375,0.015,0.004,7756.2564,0.074226,0.837988,0.087787,0.8515,34.487,205.56,1.31E+25,1.37E+21
3543,0.1375,0.0175,0.001,7774.4391,0.127828,0.849985,0.022187,1.2093,9.6802,58.1,1.67E+25,4.37E+21
3544,0.1375,0.0175,0.0013,7772.7083,0.122418,0.84877,0.028812,1.3626,12.1222,81.1,1.98E+25,4.93E+21
3545,0.1375,0.0175,0.0016,7770.9783,0.11702,0.847558,0.035422,1.6055,14.6973,111.1,2.15E+25,5.00E+21
3546,0.1375,0.0175,0.0019,7769.2491,0.111633,0.846349,0.042019,1.9469,17.1846,151.1,2.23E+25,4.89E+21
3547,0.1375,0.0175,0.0022,7767.5206,0.106257,0.845142,0.048601,2.5306,19.622,212.36,2.21E+25,4.39E+21
3548,0.1375,0.0175,0.0025,7765.7929,0.100894,0.843938,0.055169,2.1129,22.1125,219.35,2.13E+25,3.91E+21
3549,0.1375,0.0175,0.0028,7764.066,0.095541,0.842736,0.061723,1.6593,24.6675,217.07,2.01E+25,3.34E+21
3550,0.1375,0.0175,0.0031,7762.3399,0.090201,0.841537,0.068262,1.3206,27.1814,213.95,1.86E+25,2.77E+21
3551,0.1375,0.0175,0.0034,7760.6145,0.084871,0.840341,0.074788,1.1357,29.6669,211.98,1.68E+25,2.21E+21
3552,0.1375,0.0175,0.0037,7758.8899,0.079553,0.839147,0.0813,0.976,32.1951,209.04,1.50E+25,1.74E+21
3553,0.1375,0.0175,0.004,7757.166,0.074247,0.837955,0.087798,0.8425,34.6691,206.21,1.31E+25,1.30E+21
3554,0.1375,0.02,0.001,7775.3587,0.127856,0.849954,0.02219,1.2185,9.7364,59.1,1.67E+25,4.08E+21
3555,0.1375,0.02,0.0013,7773.6276,0.122445,0.848739,0.028815,1.3912,12.2007,83.1,1.98E+25,4.70E+21
3556,0.1375,0.02,0.0016,7771.8972,0.117046,0.847527,0.035427,1.6432,14.7847,114.1,2.15E+25,4.89E+21
3557,0.1375,0.02,0.0019,7770.1676,0.111658,0.846318,0.042024,2.0077,17.2816,156.1,2.23E+25,4.67E+21
3558,0.1375,0.02,0.0022,7768.4387,0.106282,0.845111,0.048607,2.6381,19.7294,221.43,2.21E+25,4.20E+21
3559,0.1375,0.02,0.0025,7766.7106,0.100918,0.843906,0.055176,2.0948,22.2384,221.04,2.14E+25,3.74E+21
3560,0.1375,0.02,0.0028,7764.9833,0.095565,0.842705,0.061731,1.6308,24.8027,217.71,2.01E+25,3.20E+21
3561,0.1375,0.02,0.0031,7763.2568,0.090223,0.841505,0.068271,1.3204,27.326,215.63,1.86E+25,2.59E+21
3562,0.1375,0.02,0.0034,7761.531,0.084893,0.840309,0.074798,1.1259,29.721,212.59,1.68E+25,2.11E+21
3563,0.1375,0.02,0.0037,7759.806,0.079575,0.839115,0.08131,0.968,32.2674,209.7,1.50E+25,1.67E+21
3564,0.1375,0.02,0.004,7758.0817,0.074268,0.837923,0.087809,0.8353,34.9504,206.85,1.31E+25,1.28E+21
3565,0.1375,0.0225,0.001,7776.2845,0.127884,0.849924,0.022192,1.2674,9.6932,61.09,1.67E+25,3.90E+21
3566,0.1375,0.0225,0.0013,7774.5529,0.122472,0.848709,0.028819,1.419,12.2796,85.1,1.98E+25,4.49E+21
3567,0.1375,0.0225,0.0016,7772.8221,0.117072,0.847497,0.035431,1.6796,14.8724,117.1,2.15E+25,4.57E+21
3568,0.1375,0.0225,0.0019,7771.0921,0.111684,0.846287,0.042029,2.0668,17.2788,161.09,2.23E+25,4.47E+21
3569,0.1375,0.0225,0.0022,7769.3629,0.106307,0.84508,0.048613,2.6399,19.8364,224.46,2.21E+25,4.11E+21
3570,0.1375,0.0225,0.0025,7767.6344,0.100942,0.843875,0.055183,2.0619,22.2642,221.68,2.14E+25,3.58E+21
3571,0.1375,0.0225,0.0028,7765.9067,0.095588,0.842674,0.061738,1.6032,24.9376,218.36,2.01E+25,3.06E+21
3572,0.1375,0.0225,0.0031,7764.1797,0.090246,0.841474,0.06828,1.3087,27.3702,216.23,1.86E+25,2.54E+21
3573,0.1375,0.0225,0.0034,7762.4536,0.084915,0.840278,0.074807,1.1167,29.8745,213.24,1.69E+25,2.02E+21
3574,0.1375,0.0225,0.0037,7760.7282,0.079596,0.839083,0.081321,0.9596,32.539,210.31,1.50E+25,1.60E+21
3575,0.1375,0.0225,0.004,7759.0035,0.074288,0.837892,0.08782,0.8367,35.131,208.44,1.32E+25,1.23E+21
3576,0.1375,0.025,0.001,7777.2164,0.127911,0.849894,0.022195,1.2757,9.8507,62.1,1.67E+25,3.81E+21
3577,0.1375,0.025,0.0013,7775.4844,0.122499,0.848679,0.028823,1.4458,12.3589,87.1,1.98E+25,4.31E+21
3578,0.1375,0.025,0.0016,7773.7532,0.117098,0.847466,0.035436,1.7153,14.8604,120.09,2.16E+25,4.36E+21
3579,0.1375,0.025,0.0019,7772.0228,0.111709,0.846256,0.042035,2.1044,17.3761,165.09,2.23E+25,4.28E+21
3580,0.1375,0.025,0.0022,7770.2932,0.106331,0.845049,0.048619,2.6007,19.8434,225.05,2.22E+25,3.93E+21
3581,0.1375,0.025,0.0025,7768.5643,0.100965,0.843845,0.05519,2.0292,22.3899,222.29,2.14E+25,3.43E+21
3582,0.1375,0.025,0.0028,7766.8362,0.095611,0.842643,0.061746,1.5757,25.0723,218.98,2.02E+25,2.93E+21
3583,0.1375,0.025,0.0031,7765.1089,0.090268,0.841443,0.068289,1.2981,27.514,216.82,1.86E+25,2.44E+21
3584,0.1375,0.025,0.0034,7763.3823,0.084937,0.840247,0.074817,1.1076,30.1276,213.82,1.69E+25,1.94E+21
3585,0.1375,0.025,0.0037,7761.6565,0.079616,0.839052,0.081331,0.962,32.71,211.88,1.51E+25,1.53E+21
3586,0.1375,0.025,0.004,7759.9315,0.074308,0.837861,0.087832,0.8293,35.3107,208.99,1.32E+25,1.18E+21
3587,0.1375,0.0275,0.001,7778.1544,0.127938,0.849864,0.022198,1.2824,9.9089,63.1,1.68E+25,3.64E+21
3588,0.1375,0.0275,0.0013,7776.422,0.122525,0.848649,0.028827,1.4717,12.3388,89.09,1.98E+25,4.13E+21
3589,0.1375,0.0275,0.0016,7774.6904,0.117123,0.847436,0.03544,1.7731,14.9488,124.09,2.16E+25,4.28E+21
3590,0.1375,0.0275,0.0019,7772.9596,0.111733,0.846226,0.04204,2.1608,17.5736,170.1,2.23E+25,4.11E+21
3591,0.1375,0.0275,0.0022,7771.2296,0.106355,0.845019,0.048626,2.5612,20.0506,225.6,2.22E+25,3.69E+21
3592,0.1375,0.0275,0.0025,7769.5003,0.100988,0.843814,0.055197,1.9967,22.6154,222.87,2.14E+25,3.29E+21
3593,0.1375,0.0275,0.0028,7767.7718,0.095633,0.842612,0.061754,1.5603,25.2067,220.52,2.02E+25,2.81E+21
3594,0.1375,0.0275,0.0031,7766.0441,0.09029,0.841413,0.068297,1.2875,27.6575,217.4,1.87E+25,2.34E+21
3595,0.1375,0.0275,0.0034,7764.3171,0.084958,0.840216,0.074827,1.1095,30.1802,215.37,1.69E+25,1.86E+21
3596,0.1375,0.0275,0.0037,7762.5909,0.079637,0.839021,0.081342,0.9542,32.8803,212.42,1.51E+25,1.47E+21
3597,0.1375,0.0275,0.004,7760.8655,0.074327,0.83783,0.087843,0.8218,35.4897,209.53,1.33E+25,1.14E+21
3598,0.1375,0.03,0.001,7779.0985,0.127964,0.849835,0.022201,1.328,9.8677,65.09,1.68E+25,3.50E+21
3599,0.1375,0.03,0.0013,7777.3658,0.12255,0.848619,0.02883,1.4966,12.4191,91.09,1.98E+25,4.00E+21
3600,0.1375,0.03,0.0016,7775.6338,0.117148,0.847407,0.035445,1.806,15.1375,127.1,2.16E+25,4.02E+21
3601,0.1375,0.03,0.0019,7773.9026,0.111758,0.846197,0.042046,2.2345,17.6714,176.1,2.23E+25,3.95E+21
3602,0.1375,0.03,0.0022,7772.1722,0.106379,0.844989,0.048632,2.5225,20.0578,226.12,2.22E+25,3.63E+21
3603,0.1375,0.03,0.0025,7770.4425,0.101011,0.843784,0.055204,1.9647,22.6408,223.41,2.14E+25,3.16E+21
3604,0.1375,0.03,0.0028,7768.7136,0.095656,0.842582,0.061762,1.5332,25.3409,221.07,2.02E+25,2.70E+21
3605,0.1375,0.03,0.0031,7766.9855,0.090311,0.841383,0.068306,1.2774,27.9007,217.91,1.87E+25,2.25E+21
3606,0.1375,0.03,0.0034,7765.2581,0.084978,0.840186,0.074836,1.101,30.3324,215.88,1.70E+25,1.79E+21
3607,0.1375,0.03,0.0037,7763.5315,0.079657,0.838991,0.081352,0.9461,32.9499,212.92,1.51E+25,1.42E+21
3608,0.1375,0.03,0.004,7761.8057,0.074347,0.837799,0.087854,0.8153,35.6679,210.06,1.33E+25,1.10E+21
3609,0.1375,0.0325,0.001,7780.0489,0.12799,0.849806,0.022204,1.3341,10.0272,66.1,1.68E+25,3.36E+21
3610,0.1375,0.0325,0.0013,7778.3157,0.122576,0.84859,0.028834,1.5499,12.5,94.09,1.98E+25,3.77E+21
3611,0.1375,0.0325,0.0016,7776.5833,0.117173,0.847377,0.03545,1.8379,15.1266,130.09,2.16E+25,3.95E+21
3612,0.1375,0.0325,0.0019,7774.8517,0.111782,0.846167,0.042051,2.2873,17.7694,181.1,2.23E+25,3.80E+21
3613,0.1375,0.0325,0.0022,7773.1209,0.106402,0.84496,0.048638,2.4836,20.2651,226.59,2.22E+25,3.42E+21
3614,0.1375,0.0325,0.0025,7771.3908,0.101034,0.843755,0.055211,1.9327,22.7661,223.9,2.15E+25,3.04E+21
3615,0.1375,0.0325,0.0028,7769.6615,0.095677,0.842552,0.06177,1.5064,25.3749,221.58,2.02E+25,2.60E+21
3616,0.1375,0.0325,0.0031,7767.933,0.090332,0.841353,0.068315,1.2674,28.0435,218.4,1.87E+25,2.16E+21
3617,0.1375,0.0325,0.0034,7766.2052,0.084999,0.840156,0.074846,1.0931,30.5841,216.39,1.70E+25,1.76E+21
3618,0.1375,0.0325,0.0037,7764.4783,0.079677,0.838961,0.081363,0.939,33.119,213.43,1.52E+25,1.37E+21
3619,0.1375,0.0325,0.004,7762.752,0.074366,0.837769,0.087865,0.8181,35.7455,211.53,1.33E+25,1.06E+21
3620,0.1375,0.035,0.001,7781.0054,0.128016,0.849777,0.022207,1.3392,10.0875,67.1,1.68E+25,3.24E+21
3621,0.1375,0.035,0.0013,7779.2718,0.122601,0.848561,0.028838,1.5728,12.6814,96.1,1.98E+25,3.70E+21
3622,0.1375,0.035,0.0016,7777.539,0.117197,0.847348,0.035454,1.8915,15.316,134.1,2.16E+25,3.76E+21
3623,0.1375,0.035,0.0019,7775.807,0.111805,0.846138,0.042056,2.3723,17.8677,187.88,2.23E+25,3.59E+21
3624,0.1375,0.035,0.0022,7774.0758,0.106425,0.844931,0.048645,2.4461,20.3713,227.08,2.22E+25,3.29E+21
3625,0.1375,0.035,0.0025,7772.3453,0.101056,0.843726,0.055218,1.9013,22.9914,224.39,2.15E+25,2.92E+21
3626,0.1375,0.035,0.0028,7770.6156,0.095699,0.842523,0.061778,1.4906,25.5088,222.04,2.03E+25,2.50E+21
3627,0.1375,0.035,0.0031,7768.8867,0.090353,0.841323,0.068324,1.2584,28.086,218.89,1.87E+25,2.08E+21
3628,0.1375,0.035,0.0034,7767.1586,0.085019,0.840126,0.074855,1.0851,30.7355,216.85,1.70E+25,1.66E+21
3629,0.1375,0.035,0.0037,7765.4312,0.079696,0.838931,0.081373,0.9323,33.3875,213.9,1.52E+25,1.32E+21
3630,0.1375,0.035,0.004,7763.7046,0.074384,0.837739,0.087877,0.8111,36.0223,211.96,1.34E+25,1.02E+21
3631,0.1375,0.0375,0.001,7781.968,0.128042,0.849748,0.02221,1.3822,10.0484,69.09,1.68E+25,3.12E+21
3632,0.1375,0.0375,0.0013,7780.2341,0.122626,0.848533,0.028841,1.5949,12.6632,98.09,1.98E+25,3.49E+21
3633,0.1375,0.0375,0.0016,7778.5009,0.117221,0.84732,0.035459,1.9214,15.3059,137.09,2.16E+25,3.62E+21
3634,0.1375,0.0375,0.0019,7776.7685,0.111829,0.846109,0.042062,2.4692,17.967,195.42,2.23E+25,3.53E+21
3635,0.1375,0.0375,0.0022,7775.0369,0.106448,0.844902,0.048651,2.4082,20.4788,227.49,2.22E+25,3.17E+21
3636,0.1375,0.0375,0.0025,7773.306,0.101078,0.843696,0.055225,1.8703,23.0167,224.83,2.15E+25,2.82E+21
3637,0.1375,0.0375,0.0028,7771.5759,0.09572,0.842494,0.061786,1.4775,25.7424,222.5,2.03E+25,2.42E+21
3638,0.1375,0.0375,0.0031,7769.8466,0.090374,0.841294,0.068333,1.2605,28.2283,220.33,1.88E+25,2.01E+21
3639,0.1375,0.0375,0.0034,7768.118,0.085039,0.840096,0.074865,1.0774,30.7863,217.26,1.71E+25,1.64E+21
3640,0.1375,0.0375,0.0037,7766.3903,0.079715,0.838902,0.081383,0.9351,33.4553,215.3,1.53E+25,1.27E+21
3641,0.1375,0.0375,0.004,7764.6632,0.074403,0.837709,0.087888,0.8057,36.0984,212.4,1.34E+25,9.84E+20
3642,0.1375,0.04,0.001,7782.9369,0.128067,0.84972,0.022213,1.3863,10.2101,70.1,1.68E+25,3.01E+21
3643,0.1375,0.04,0.0013,7781.2026,0.12265,0.848505,0.028845,1.6163,12.8457,100.1,1.98E+25,3.36E+21
3644,0.1375,0.04,0.0016,7779.469,0.117245,0.847291,0.035463,1.9723,15.4962,141.1,2.16E+25,3.49E+21
3645,0.1375,0.04,0.0019,7777.7362,0.111852,0.846081,0.042067,2.5435,18.0659,201.88,2.23E+25,3.33E+21
3646,0.1375,0.04,0.0022,7776.0042,0.10647,0.844873,0.048657,2.3862,20.4864,228.86,2.22E+25,3.13E+21
3647,0.1375,0.04,0.0025,7774.2729,0.1011,0.843668,0.055233,1.8393,23.2419,225.24,2.15E+25,2.73E+21
3648,0.1375,0.04,0.0028,7772.5424,0.095741,0.842465,0.061794,1.4665,25.7759,222.91,2.03E+25,2.33E+21
3649,0.1375,0.04,0.0031,7770.8127,0.090394,0.841265,0.068341,1.2518,28.3702,220.72,1.88E+25,1.94E+21
3650,0.1375,0.04,0.0034,7769.0837,0.085058,0.840067,0.074875,1.0709,31.039,217.69,1.71E+25,1.58E+21
3651,0.1375,0.04,0.0037,7767.3555,0.079734,0.838872,0.081394,0.9286,33.7225,215.69,1.53E+25,1.26E+21
3652,0.1375,0.04,0.004,7765.6281,0.074421,0.83768,0.087899,0.799,36.3737,212.78,1.35E+25,9.53E+20
3653,0.1375,0.0425,0.001,7783.912,0.128092,0.849692,0.022215,1.4266,10.2725,72.1,1.68E+25,2.90E+21
3654,0.1375,0.0425,0.0013,7782.1773,0.122675,0.848477,0.028849,1.6647,12.9287,103.1,1.99E+25,3.25E+21
3655,0.1375,0.0425,0.0016,7780.4433,0.117269,0.847263,0.035468,1.9999,15.5868,144.1,2.16E+25,3.37E+21
3656,0.1375,0.0425,0.0019,7778.7101,0.111875,0.846053,0.042073,2.6599,18.065,210.75,2.24E+25,3.22E+21
3657,0.1375,0.0425,0.0022,7776.9777,0.106492,0.844845,0.048663,2.3493,20.6942,229.24,2.23E+25,2.95E+21
3658,0.1375,0.0425,0.0025,7775.246,0.101121,0.843639,0.05524,1.8221,23.2671,226.62,2.15E+25,2.63E+21
3659,0.1375,0.0425,0.0028,7773.5151,0.095762,0.842436,0.061802,1.4559,25.9092,223.29,2.03E+25,2.25E+21
3660,0.1375,0.0425,0.0031,7771.785,0.090414,0.841236,0.06835,1.2438,28.6119,221.11,1.88E+25,1.88E+21
3661,0.1375,0.0425,0.0034,7770.0556,0.085077,0.840039,0.074884,1.0638,31.1977,218.07,1.71E+25,1.53E+21
3662,0.1375,0.0425,0.0037,7768.327,0.079752,0.838843,0.081404,0.9227,33.7892,216.08,1.53E+25,1.22E+21
3663,0.1375,0.0425,0.004,7766.5992,0.074439,0.837651,0.08791,0.7933,36.4484,213.15,1.35E+25,9.23E+20
3664,0.1375,0.045,0.001,7784.8934,0.128117,0.849665,0.022218,1.4302,10.2357,73.09,1.69E+25,2.81E+21
3665,0.1375,0.045,0.0013,7783.1582,0.122699,0.848449,0.028853,1.6843,13.0122,105.1,1.99E+25,3.14E+21
3666,0.1375,0.045,0.0016,7781.4238,0.117292,0.847235,0.035473,2.0489,15.5779,148.09,2.16E+25,3.25E+21
3667,0.1375,0.045,0.0019,7779.6902,0.111897,0.846025,0.042078,2.74,18.1649,217.76,2.24E+25,3.18E+21
3668,0.1375,0.045,0.0022,7777.9574,0.106514,0.844817,0.04867,2.3129,20.8022,229.59,2.23E+25,2.85E+21
3669,0.1375,0.045,0.0025,7776.2253,0.101142,0.843611,0.055247,1.7918,23.4922,226.98,2.16E+25,2.55E+21
3670,0.1375,0.045,0.0028,7774.494,0.095782,0.842408,0.06181,1.4457,26.1424,223.63,2.04E+25,2.18E+21
3671,0.1375,0.045,0.0031,7772.7635,0.090433,0.841208,0.068359,1.2362,28.7533,221.47,1.89E+25,1.82E+21
3672,0.1375,0.045,0.0034,7771.0337,0.085096,0.84001,0.074894,1.0577,31.256,218.43,1.72E+25,1.48E+21
3673,0.1375,0.045,0.0037,7769.3048,0.079771,0.838815,0.081415,0.917,33.9553,216.43,1.54E+25,1.18E+21
3674,0.1375,0.045,0.004,7767.5765,0.074456,0.837622,0.087922,0.7887,36.7224,213.5,1.35E+25,8.95E+20
3675,0.1375,0.0475,0.001,7785.8809,0.128141,0.849637,0.022221,1.4682,10.3996,75.1,1.69E+25,2.72E+21
3676,0.1375,0.0475,0.0013,7784.1454,0.122722,0.848421,0.028856,1.7033,12.9963,107.09,1.99E+25,3.03E+21
3677,0.1375,0.0475,0.0016,7782.4106,0.117315,0.847208,0.035477,2.0961,15.7694,152.1,2.17E+25,3.15E+21
3678,0.1375,0.0475,0.0019,7780.6766,0.111919,0.845997,0.042084,2.8316,18.3646,225.55,2.24E+25,3.01E+21
3679,0.1375,0.0475,0.0022,7778.9433,0.106535,0.844789,0.048676,2.2767,20.9102,229.9,2.23E+25,2.76E+21
3680,0.1375,0.0475,0.0025,7777.2109,0.101163,0.843583,0.055254,1.7618,23.5174,227.29,2.16E+25,2.46E+21
3681,0.1375,0.0475,0.0028,7775.4792,0.095802,0.84238,0.061818,1.4365,26.2755,223.98,2.04E+25,2.11E+21
3682,0.1375,0.0475,0.0031,7773.7482,0.090453,0.84118,0.068368,1.229,28.7944,221.81,1.89E+25,1.76E+21
3683,0.1375,0.0475,0.0034,7772.0181,0.085115,0.839982,0.074903,1.0612,31.4139,219.75,1.72E+25,1.44E+21
3684,0.1375,0.0475,0.0037,7770.2887,0.079789,0.838786,0.081425,0.912,34.2208,216.75,1.54E+25,1.15E+21
3685,0.1375,0.0475,0.004,7768.5601,0.074474,0.837594,0.087933,0.7836,36.8958,213.82,1.36E+25,8.88E+20
3686,0.1375,0.05,0.001,7786.8747,0.128166,0.84961,0.022224,1.4708,10.4643,76.1,1.69E+25,2.63E+21
3687,0.1375,0.05,0.0013,7785.1388,0.122746,0.848394,0.02886,1.7482,13.181,110.1,1.99E+25,3.00E+21
3688,0.1375,0.05,0.0016,7783.4036,0.117338,0.847181,0.035482,2.1424,15.7614,156.09,2.17E+25,3.04E+21
3689,0.1375,0.05,0.0019,7781.6692,0.111941,0.84597,0.042089,2.9208,18.363,233.32,2.24E+25,2.91E+21
3690,0.1375,0.05,0.0022,7779.9355,0.106557,0.844761,0.048682,2.2411,21.0201,230.19,2.23E+25,2.73E+21
