Index,Cr,Co,C,Density,BCC_A2#1,BCC_A2#2,M23C6#1,HCS,GRF,SR,Maximum nunmber density,Precipitation speed
1,0.1,0,0.001,7795.1767,0.088112,0.889661,0.022228,1.0843,9.1287,50.09,7.36E+24,8.94E+20
2,0.1,0,0.0013,7793.4366,0.082734,0.888401,0.028865,1.1783,11.4338,68.1,8.43E+24,9.64E+20
3,0.1,0,0.0016,7791.6973,0.077369,0.887144,0.035487,1.2952,13.9001,89.1,8.86E+24,9.33E+20
4,0.1,0,0.0019,7789.9588,0.072015,0.88589,0.042096,1.4882,16.1845,116.08,8.81E+24,8.33E+20
5,0.1,0,0.0022,7788.2211,0.066672,0.884638,0.04869,1.7998,18.6262,153.33,8.43E+24,7.07E+20
6,0.1,0,0.0025,7786.4841,0.061341,0.883389,0.05527,1.8917,20.846,180.99,7.84E+24,5.83E+20
7,0.1,0,0.0028,7784.748,0.056022,0.882143,0.061835,2.1361,23.4282,207.99,7.14E+24,4.60E+20
8,0.1,0,0.0031,7783.0126,0.050714,0.880899,0.068387,2.0126,25.7816,210.27,6.41E+24,3.59E+20
9,0.1,0,0.0034,7781.2779,0.045417,0.879658,0.074925,1.8536,28.3148,207.99,5.70E+24,2.75E+20
10,0.1,0,0.0037,7779.5441,0.040132,0.87842,0.081448,1.7203,30.6371,205.37,5.03E+24,2.10E+20
11,0.1,0,0.004,7777.811,0.034858,0.877184,0.087958,1.6081,33.2699,202.76,4.44E+24,1.56E+20
12,0.1,0.0025,0.001,7796.06,0.088138,0.889632,0.02223,1.1036,9.2723,51.1,7.36E+24,8.60E+20
13,0.1,0.0025,0.0013,7794.3195,0.08276,0.888372,0.028868,1.1855,11.4975,69.1,8.42E+24,9.28E+20
14,0.1,0.0025,0.0016,7792.5799,0.077393,0.887115,0.035492,1.3214,13.9724,91.1,8.85E+24,8.97E+20
15,0.1,0.0025,0.0019,7790.841,0.072039,0.88586,0.042101,1.5617,16.266,120.69,8.80E+24,8.01E+20
16,0.1,0.0025,0.0022,7789.1028,0.066695,0.884608,0.048696,1.8172,18.6171,156.1,8.42E+24,6.79E+20
17,0.1,0.0025,0.0025,7787.3655,0.061364,0.883359,0.055277,1.9304,21.0504,184.74,7.83E+24,5.59E+20
18,0.1,0.0025,0.0028,7785.6289,0.056044,0.882113,0.061843,2.19,23.5463,212.96,7.14E+24,4.41E+20
19,0.1,0.0025,0.0031,7783.8931,0.050735,0.880869,0.068396,2.0252,26.0089,212.77,6.41E+24,3.45E+20
20,0.1,0.0025,0.0034,7782.1581,0.045438,0.879628,0.074934,1.8622,28.3513,210.04,5.70E+24,2.66E+20
21,0.1,0.0025,0.0037,7780.4239,0.040152,0.87839,0.081459,1.7181,30.8829,206.88,5.03E+24,2.03E+20
22,0.1,0.0025,0.004,7778.6904,0.034877,0.877154,0.087969,1.6108,33.333,204.8,4.44E+24,1.51E+20
23,0.1,0.005,0.001,7796.9491,0.088163,0.889604,0.022233,1.1228,9.3165,52.1,7.35E+24,8.28E+20
24,0.1,0.005,0.0013,7795.2083,0.082784,0.888344,0.028872,1.1924,11.5619,70.1,8.42E+24,8.82E+20
25,0.1,0.005,0.0016,7793.4682,0.077417,0.887086,0.035496,1.3467,14.0453,93.1,8.84E+24,8.62E+20
26,0.1,0.005,0.0019,7791.7289,0.072062,0.885832,0.042107,1.6251,16.3478,124.95,8.79E+24,7.71E+20
27,0.1,0.005,0.0022,7789.9904,0.066718,0.88458,0.048702,1.84,18.8082,159.2,8.41E+24,6.53E+20
28,0.1,0.005,0.0025,7788.2526,0.061386,0.88333,0.055284,1.9691,21.1594,188.44,7.83E+24,5.38E+20
29,0.1,0.005,0.0028,7786.5157,0.056065,0.882084,0.061851,2.2493,23.5643,218.34,7.13E+24,4.24E+20
30,0.1,0.005,0.0031,7784.7795,0.050755,0.88084,0.068405,2.0464,26.1361,215.63,6.41E+24,3.32E+20
31,0.1,0.005,0.0034,7783.0441,0.045457,0.879599,0.074944,1.8798,28.5876,212.93,5.70E+24,2.56E+20
32,0.1,0.005,0.0037,7781.3094,0.040171,0.87836,0.081469,1.7429,30.9301,210.27,5.03E+24,1.91E+20
33,0.1,0.005,0.004,7779.5756,0.034895,0.877124,0.08798,1.6287,33.4957,207.68,4.44E+24,1.45E+20
34,0.1,0.0075,0.001,7797.844,0.088188,0.889576,0.022236,1.1405,9.3615,53.1,7.35E+24,7.97E+20
35,0.1,0.0075,0.0013,7796.1028,0.082809,0.888316,0.028876,1.2321,11.5268,72.09,8.41E+24,8.60E+20
36,0.1,0.0075,0.0016,7794.3623,0.077441,0.887058,0.035501,1.3713,14.1186,95.1,8.84E+24,8.30E+20
37,0.1,0.0075,0.0019,7792.6226,0.072085,0.885803,0.042112,1.7013,16.5301,129.87,8.78E+24,7.41E+20
38,0.1,0.0075,0.0022,7790.8837,0.06674,0.884551,0.048709,1.8661,18.7997,162.49,8.41E+24,6.26E+20
39,0.1,0.0075,0.0025,7789.1456,0.061407,0.883302,0.055291,2.0079,21.2687,192.15,7.82E+24,5.18E+20
40,0.1,0.0075,0.0028,7787.4082,0.056086,0.882055,0.061859,2.2441,23.7823,219.26,7.13E+24,4.17E+20
41,0.1,0.0075,0.0031,7785.6717,0.050775,0.880811,0.068413,2.007,26.2632,214.53,6.41E+24,3.21E+20
42,0.1,0.0075,0.0034,7783.9359,0.045477,0.87957,0.074954,1.8433,28.6238,211.83,5.69E+24,2.47E+20
43,0.1,0.0075,0.0037,7782.2008,0.040189,0.878331,0.08148,1.7078,31.0836,209.18,5.03E+24,1.85E+20
44,0.1,0.0075,0.004,7780.4666,0.034913,0.877095,0.087992,1.5944,33.7581,206.56,4.44E+24,1.40E+20
45,0.1,0.01,0.001,7798.7448,0.088213,0.889548,0.022239,1.1574,9.4071,54.1,7.35E+24,7.69E+20
46,0.1,0.01,0.0013,7797.0032,0.082833,0.888288,0.02888,1.2378,11.6924,73.1,8.40E+24,8.29E+20
47,0.1,0.01,0.0016,7795.2623,0.077464,0.88703,0.035506,1.3949,14.1924,97.1,8.83E+24,8.00E+20
48,0.1,0.01,0.0019,7793.5222,0.072107,0.885775,0.042117,1.7317,16.5128,132.77,8.78E+24,7.14E+20
49,0.1,0.01,0.0022,7791.7829,0.066762,0.884523,0.048715,1.8921,18.9914,165.85,8.40E+24,6.04E+20
50,0.1,0.01,0.0025,7790.0444,0.061428,0.883274,0.055298,2.0333,21.2781,194.95,7.82E+24,4.99E+20
51,0.1,0.01,0.0028,7788.3066,0.056106,0.882027,0.061867,2.2011,23.9005,218.14,7.13E+24,4.03E+20
52,0.1,0.01,0.0031,7786.5696,0.050795,0.880783,0.068422,1.9985,26.2903,215.37,6.40E+24,3.11E+20
53,0.1,0.01,0.0034,7784.8334,0.045496,0.879541,0.074963,1.8347,28.7598,212.69,5.69E+24,2.39E+20
54,0.1,0.01,0.0037,7783.098,0.040207,0.878303,0.08149,1.7024,31.3369,210.04,5.03E+24,1.83E+20
55,0.1,0.01,0.004,7781.3634,0.034931,0.877066,0.088003,1.5847,33.92,207.4,4.44E+24,1.36E+20
56,0.1,0.0125,0.001,7799.6514,0.088237,0.889521,0.022242,1.1742,9.4536,55.1,7.34E+24,7.42E+20
57,0.1,0.0125,0.0013,7797.9094,0.082856,0.888261,0.028883,1.2757,11.6586,75.09,8.40E+24,8.00E+20
58,0.1,0.0125,0.0016,7796.1681,0.077487,0.887003,0.03551,1.4179,14.1668,99.09,8.82E+24,7.72E+20
59,0.1,0.0125,0.0019,7794.4276,0.072129,0.885748,0.042123,1.7779,16.5958,136.47,8.77E+24,6.89E+20
60,0.1,0.0125,0.0022,7792.6879,0.066783,0.884496,0.048721,1.9115,19.0835,168.88,8.39E+24,5.82E+20
61,0.1,0.0125,0.0025,7790.949,0.061449,0.883246,0.055305,2.0869,21.3877,199.49,7.81E+24,4.81E+20
62,0.1,0.0125,0.0028,7789.2108,0.056126,0.881999,0.061875,2.1944,23.9188,218.95,7.13E+24,3.88E+20
63,0.1,0.0125,0.0031,7787.4735,0.050814,0.880755,0.068431,1.9903,26.4174,216.21,6.40E+24,2.98E+20
64,0.1,0.0125,0.0034,7785.7369,0.045514,0.879513,0.074973,1.8295,28.8957,213.49,5.69E+24,2.33E+20
65,0.1,0.0125,0.0037,7784.001,0.040225,0.878274,0.0815,1.6908,31.39,210.84,5.03E+24,1.77E+20
66,0.1,0.0125,0.004,7782.266,0.034948,0.877038,0.088014,1.5761,34.0816,208.21,4.44E+24,1.34E+20
67,0.1,0.015,0.001,7800.5638,0.088261,0.889495,0.022245,1.1902,9.5007,56.1,7.34E+24,7.17E+20
68,0.1,0.015,0.0013,7798.8214,0.082879,0.888234,0.028887,1.28,11.8255,76.1,8.39E+24,7.73E+20
69,0.1,0.015,0.0016,7797.0798,0.077509,0.886976,0.035515,1.466,14.2417,102.09,8.82E+24,7.46E+20
70,0.1,0.015,0.0019,7795.3389,0.072151,0.885721,0.042128,1.8046,16.7793,139.32,8.77E+24,6.64E+20
71,0.1,0.015,0.0022,7793.5988,0.066804,0.884468,0.048727,1.92,19.1759,171.34,8.39E+24,5.62E+20
72,0.1,0.015,0.0025,7791.8595,0.061469,0.883219,0.055312,2.1249,21.5974,203.09,7.81E+24,4.65E+20
73,0.1,0.015,0.0028,7790.1209,0.056145,0.881972,0.061883,2.1851,24.0371,219.73,7.12E+24,3.75E+20
74,0.1,0.015,0.0031,7788.3831,0.050833,0.880727,0.06844,1.9855,26.544,216.98,6.40E+24,2.88E+20
75,0.1,0.015,0.0034,7786.6461,0.045532,0.879486,0.074982,1.8215,29.0315,214.27,5.69E+24,2.26E+20
76,0.1,0.015,0.0037,7784.9099,0.040243,0.878247,0.081511,1.6842,31.6427,211.63,5.03E+24,1.71E+20
77,0.1,0.015,0.004,7783.1745,0.034964,0.87701,0.088025,1.5821,34.2428,209.99,4.44E+24,1.30E+20
78,0.1,0.0175,0.001,7801.4822,0.088284,0.889468,0.022248,1.205,9.5487,57.1,7.34E+24,6.95E+20
79,0.1,0.0175,0.0013,7799.7393,0.082902,0.888208,0.028891,1.3165,11.7932,78.09,8.39E+24,7.46E+20
80,0.1,0.0175,0.0016,7797.9973,0.077531,0.88695,0.035519,1.4872,14.3172,104.09,8.81E+24,7.21E+20
81,0.1,0.0175,0.0019,7796.256,0.072172,0.885694,0.042134,1.8374,16.7633,142.48,8.76E+24,6.42E+20
82,0.1,0.0175,0.0022,7794.5155,0.066825,0.884442,0.048734,1.9453,19.2687,174.75,8.39E+24,5.43E+20
83,0.1,0.0175,0.0025,7792.7758,0.061489,0.883192,0.05532,2.1603,21.6075,206.46,7.81E+24,4.49E+20
84,0.1,0.0175,0.0028,7791.0368,0.056164,0.881945,0.061891,2.1794,24.1559,220.5,7.12E+24,3.63E+20
85,0.1,0.0175,0.0031,7789.2987,0.050851,0.8807,0.068449,1.9763,26.771,217.73,6.40E+24,2.85E+20
86,0.1,0.0175,0.0034,7787.5613,0.04555,0.879458,0.074992,1.8134,29.1672,215.02,5.69E+24,2.19E+20
87,0.1,0.0175,0.0037,7785.8247,0.04026,0.878219,0.081521,1.6907,31.6952,213.37,5.03E+24,1.66E+20
88,0.1,0.0175,0.004,7784.0888,0.034981,0.876983,0.088037,1.5766,34.4037,210.74,4.44E+24,1.25E+20
89,0.1,0.02,0.001,7802.4064,0.088307,0.889442,0.022251,1.2196,9.5975,58.1,7.34E+24,6.72E+20
90,0.1,0.02,0.0013,7800.6631,0.082924,0.888182,0.028894,1.3196,11.8616,79.09,8.39E+24,7.21E+20
91,0.1,0.02,0.0016,7798.9207,0.077553,0.886923,0.035524,1.5076,14.4933,106.1,8.81E+24,6.96E+20
92,0.1,0.02,0.0019,7797.179,0.072193,0.885668,0.042139,1.8423,16.8478,144.37,8.76E+24,6.21E+20
93,0.1,0.02,0.0022,7795.4381,0.066845,0.884415,0.04874,1.9631,19.2618,177.78,8.39E+24,5.37E+20
94,0.1,0.02,0.0025,7793.698,0.061508,0.883165,0.055327,2.1988,21.7178,209.92,7.81E+24,4.34E+20
95,0.1,0.02,0.0028,7791.9587,0.056183,0.881918,0.061899,2.1711,24.3746,221.18,7.12E+24,3.51E+20
96,0.1,0.02,0.0031,7790.2201,0.050869,0.880673,0.068457,1.9728,26.8981,218.44,6.40E+24,2.76E+20
97,0.1,0.02,0.0034,7788.4823,0.045567,0.879431,0.075002,1.8217,29.4029,216.72,5.69E+24,2.13E+20
98,0.1,0.02,0.0037,7786.7453,0.040276,0.878192,0.081532,1.6843,31.9475,214.05,5.03E+24,1.61E+20
99,0.1,0.02,0.004,7785.009,0.034997,0.876955,0.088048,1.5702,34.5643,211.41,4.44E+24,1.23E+20
100,0.1,0.0225,0.001,7803.3365,0.08833,0.889417,0.022254,1.234,9.5471,59.09,7.34E+24,6.52E+20
101,0.1,0.0225,0.0013,7801.5929,0.082946,0.888156,0.028898,1.3545,12.0307,81.1,8.39E+24,6.98E+20
102,0.1,0.0225,0.0016,7799.85,0.077574,0.886898,0.035529,1.5274,14.57,108.1,8.81E+24,6.75E+20
103,0.1,0.0225,0.0019,7798.1079,0.072213,0.885642,0.042145,1.8961,17.0327,148.63,8.76E+24,6.01E+20
104,0.1,0.0225,0.0022,7796.3666,0.066864,0.884389,0.048746,1.9832,19.3554,180.98,8.38E+24,5.20E+20
105,0.1,0.0225,0.0025,7794.6261,0.061527,0.883139,0.055334,2.2373,21.9283,213.37,7.81E+24,4.21E+20
106,0.1,0.0225,0.0028,7792.8864,0.056201,0.881892,0.061907,2.166,24.4934,221.85,7.12E+24,3.40E+20
107,0.1,0.0225,0.0031,7791.1474,0.050887,0.880647,0.068466,1.9647,26.9251,219.08,6.40E+24,2.68E+20
108,0.1,0.0225,0.0034,7789.4092,0.045584,0.879405,0.075011,1.8171,29.4385,217.37,5.69E+24,2.06E+20
109,0.1,0.0225,0.0037,7787.6718,0.040292,0.878165,0.081542,1.6808,31.9997,214.7,5.04E+24,1.56E+20
110,0.1,0.0225,0.004,7785.9352,0.035012,0.876929,0.088059,1.5629,34.7246,212.05,4.44E+24,1.23E+20
111,0.1,0.025,0.001,7804.2725,0.088352,0.889392,0.022256,1.2468,9.6976,60.1,7.34E+24,6.31E+20
112,0.1,0.025,0.0013,7802.5285,0.082967,0.888131,0.028902,1.3568,12.1006,82.1,8.39E+24,6.76E+20
113,0.1,0.025,0.0016,7800.7852,0.077595,0.886872,0.035533,1.5713,14.5474,111.09,8.81E+24,6.54E+20
114,0.1,0.025,0.0019,7799.0427,0.072233,0.885617,0.04215,1.9159,17.0182,151.3,8.76E+24,5.82E+20
115,0.1,0.025,0.0022,7797.301,0.066884,0.884364,0.048753,1.9941,19.5493,183.69,8.38E+24,5.04E+20
116,0.1,0.025,0.0025,7795.5601,0.061546,0.883113,0.055341,2.2901,21.9391,217.83,7.81E+24,4.17E+20
117,0.1,0.025,0.0028,7793.82,0.056219,0.881866,0.061915,2.1597,24.6124,222.5,7.12E+24,3.30E+20
118,0.1,0.025,0.0031,7792.0806,0.050904,0.880621,0.068475,1.9613,27.1524,219.72,6.40E+24,2.60E+20
119,0.1,0.025,0.0034,7790.342,0.0456,0.879379,0.075021,1.8125,29.6741,218.01,5.70E+24,2.00E+20
120,0.1,0.025,0.0037,7788.6042,0.040308,0.878139,0.081553,1.6735,32.2516,215.35,5.04E+24,1.51E+20
121,0.1,0.025,0.004,7786.8672,0.035027,0.876902,0.088071,1.571,34.8846,213.7,4.44E+24,1.23E+20
122,0.1,0.0275,0.001,7805.2145,0.088374,0.889367,0.022259,1.2595,9.6489,61.09,7.34E+24,6.11E+20
123,0.1,0.0275,0.0013,7803.47,0.082989,0.888106,0.028906,1.3897,12.1712,84.1,8.39E+24,6.55E+20
124,0.1,0.0275,0.0016,7801.7264,0.077615,0.886847,0.035538,1.5958,14.7254,113.36,8.80E+24,6.33E+20
125,0.1,0.0275,0.0019,7799.9835,0.072253,0.885591,0.042155,1.9251,17.2042,153.49,8.76E+24,5.64E+20
126,0.1,0.0275,0.0022,7798.2414,0.066903,0.884338,0.048759,2.0092,19.5437,186.43,8.39E+24,4.89E+20
127,0.1,0.0275,0.0025,7796.5001,0.061564,0.883088,0.055348,2.3331,22.0502,221.43,7.81E+24,4.04E+20
128,0.1,0.0275,0.0028,7794.7595,0.056237,0.88184,0.061923,2.1531,24.6316,223.1,7.13E+24,3.20E+20
129,0.1,0.0275,0.0031,7793.0197,0.050921,0.880595,0.068484,1.9551,27.2796,220.31,6.41E+24,2.52E+20
130,0.1,0.0275,0.0034,7791.2808,0.045617,0.879353,0.075031,1.8046,29.7097,218.59,5.70E+24,1.94E+20
131,0.1,0.0275,0.0037,7789.5425,0.040324,0.878113,0.081563,1.6708,32.3033,215.92,5.04E+24,1.48E+20
132,0.1,0.0275,0.004,7787.8051,0.035042,0.876876,0.088082,1.5669,35.0444,214.28,4.42E+24,1.23E+20
133,0.1,0.03,0.001,7806.1623,0.088395,0.889342,0.022262,1.2723,9.701,62.09,7.35E+24,5.93E+20
134,0.1,0.03,0.0013,7804.4175,0.083009,0.888081,0.028909,1.3914,12.2427,85.1,8.39E+24,6.36E+20
135,0.1,0.03,0.0016,7802.6734,0.077635,0.886822,0.035542,1.6294,14.8041,116.02,8.80E+24,6.14E+20
136,0.1,0.03,0.0019,7800.9302,0.072273,0.885566,0.042161,1.9511,17.2908,156.52,8.76E+24,5.47E+20
137,0.1,0.03,0.0022,7799.1876,0.066922,0.884313,0.048765,2.0741,19.6386,189.83,8.39E+24,4.73E+20
138,0.1,0.03,0.0025,7797.4459,0.061582,0.883063,0.055355,2.3496,22.2618,223.51,7.81E+24,3.91E+20
139,0.1,0.03,0.0028,7795.705,0.056254,0.881815,0.061931,2.1477,24.7509,223.67,7.13E+24,3.11E+20
140,0.1,0.03,0.0031,7793.9648,0.050938,0.88057,0.068493,1.9668,27.3069,221.88,6.41E+24,2.45E+20
141,0.1,0.03,0.0034,7792.2254,0.045633,0.879327,0.07504,1.8012,29.8452,219.18,5.70E+24,1.90E+20
142,0.1,0.03,0.0037,7790.4868,0.040339,0.878087,0.081574,1.6641,32.5549,216.48,5.05E+24,1.44E+20
143,0.1,0.03,0.004,7788.749,0.035057,0.87685,0.088093,1.5611,35.2038,214.83,4.40E+24,1.22E+20
144,0.1,0.0325,0.001,7807.1162,0.088417,0.889318,0.022265,1.2833,9.7541,63.09,7.35E+24,5.76E+20
145,0.1,0.0325,0.0013,7805.3709,0.08303,0.888057,0.028913,1.4226,12.3149,87.1,8.39E+24,6.17E+20
146,0.1,0.0325,0.0016,7803.6265,0.077655,0.886798,0.035547,1.7146,14.8834,120.88,8.81E+24,5.96E+20
147,0.1,0.0325,0.0019,7801.8828,0.072292,0.885542,0.042166,1.9553,17.3779,158.5,8.76E+24,5.30E+20
148,0.1,0.0325,0.0022,7800.1399,0.06694,0.884288,0.048772,2.0774,19.7339,191.95,8.39E+24,4.60E+20
149,0.1,0.0325,0.0025,7798.3977,0.0616,0.883038,0.055362,2.3931,22.3736,227.05,7.81E+24,3.81E+20
150,0.1,0.0325,0.0028,7796.6564,0.056271,0.88179,0.061939,2.1443,24.9695,224.21,7.13E+24,3.01E+20
151,0.1,0.0325,0.0031,7794.9158,0.050954,0.880545,0.068502,1.9612,27.4344,222.4,6.41E+24,2.38E+20
152,0.1,0.0325,0.0034,7793.176,0.045648,0.879302,0.07505,1.7991,30.0807,219.71,5.71E+24,1.86E+20
153,0.1,0.0325,0.0037,7791.437,0.040354,0.878062,0.081584,1.676,32.7064,217.99,5.05E+24,1.40E+20
154,0.1,0.0325,0.004,7789.6988,0.035071,0.876825,0.088105,1.5596,35.363,215.34,4.36E+24,1.21E+20
155,0.1,0.035,0.001,7808.076,0.088438,0.889294,0.022268,1.2943,9.9081,64.1,7.35E+24,5.59E+20
156,0.1,0.035,0.0013,7806.3303,0.08305,0.888033,0.028917,1.4534,12.3879,89.1,8.39E+24,6.00E+20
157,0.1,0.035,0.0016,7804.5854,0.077675,0.886774,0.035552,1.7761,14.9633,124.82,8.81E+24,5.79E+20
158,0.1,0.035,0.0019,7802.8414,0.072311,0.885518,0.042172,1.9708,17.4656,161.05,8.76E+24,5.15E+20
159,0.1,0.035,0.0022,7801.098,0.066958,0.884264,0.048778,2.1123,19.8296,195.08,8.39E+24,4.47E+20
160,0.1,0.035,0.0025,7799.3555,0.061617,0.883013,0.05537,2.3888,22.4857,227.56,7.82E+24,3.70E+20
161,0.1,0.035,0.0028,7797.6138,0.056288,0.881765,0.061947,2.1396,24.9892,224.7,7.14E+24,2.93E+20
162,0.1,0.035,0.0031,7795.8728,0.05097,0.88052,0.06851,1.9595,27.662,222.92,6.42E+24,2.31E+20
163,0.1,0.035,0.0034,7794.1326,0.045663,0.879277,0.07506,1.7937,30.1164,220.18,5.71E+24,1.77E+20
164,0.1,0.035,0.0037,7792.3932,0.040368,0.878037,0.081595,1.6725,32.8577,218.51,5.05E+24,1.40E+20
165,0.1,0.035,0.004,7790.6545,0.035085,0.8768,0.088116,1.5547,35.522,215.83,4.32E+24,1.20E+20
166,0.1,0.0375,0.001,7809.0417,0.088458,0.889271,0.022271,1.3054,9.963,65.1,7.36E+24,5.45E+20
167,0.1,0.0375,0.0013,7807.2957,0.08307,0.888009,0.028921,1.4825,12.3618,91.09,8.39E+24,5.82E+20
168,0.1,0.0375,0.0016,7805.5504,0.077694,0.88675,0.035556,1.792,15.044,126.89,8.81E+24,5.61E+20
169,0.1,0.0375,0.0019,7803.8059,0.072329,0.885494,0.042177,1.9811,17.4539,163.35,8.76E+24,5.01E+20
170,0.1,0.0375,0.0022,7802.0622,0.066976,0.88424,0.048784,2.1489,19.9258,198.05,8.40E+24,4.35E+20
171,0.1,0.0375,0.0025,7800.3193,0.061634,0.882989,0.055377,2.3831,22.4992,228.04,7.82E+24,3.60E+20
172,0.1,0.0375,0.0028,7798.5771,0.056304,0.881741,0.061955,2.1386,25.2091,225.18,7.14E+24,2.84E+20
173,0.1,0.0375,0.0031,7796.8357,0.050986,0.880495,0.068519,1.9554,27.6897,223.37,6.42E+24,2.25E+20
174,0.1,0.0375,0.0034,7795.0951,0.045678,0.879252,0.075069,1.7913,30.3519,220.67,5.72E+24,1.73E+20
175,0.1,0.0375,0.0037,7793.3553,0.040383,0.878012,0.081605,1.6686,33.0089,218.96,5.05E+24,1.40E+20
176,0.1,0.0375,0.004,7791.6163,0.035098,0.876775,0.088127,1.5512,35.5807,216.31,4.26E+24,1.18E+20
177,0.1,0.04,0.001,7810.0135,0.088479,0.889247,0.022274,1.3149,9.9188,66.09,7.36E+24,5.18E+20
178,0.1,0.04,0.0013,7808.267,0.08309,0.887986,0.028924,1.4824,12.4364,92.09,8.40E+24,5.66E+20
179,0.1,0.04,0.0016,7806.5213,0.077713,0.886726,0.035561,1.8382,15.1254,130.28,8.81E+24,5.46E+20
180,0.1,0.04,0.0019,7804.7764,0.072347,0.88547,0.042183,1.9944,17.5427,165.84,8.77E+24,4.89E+20
181,0.1,0.04,0.0022,7803.0323,0.066993,0.884216,0.04879,2.1766,20.1225,200.41,8.40E+24,4.23E+20
182,0.1,0.04,0.0025,7801.289,0.061651,0.882965,0.055384,2.38,22.6121,228.49,7.83E+24,3.50E+20
183,0.1,0.04,0.0028,7799.5464,0.05632,0.881717,0.061963,2.1351,25.3293,225.63,7.15E+24,2.83E+20
184,0.1,0.04,0.0031,7797.8046,0.051001,0.880471,0.068528,1.9524,27.8175,223.83,6.43E+24,2.19E+20
185,0.1,0.04,0.0034,7796.0636,0.045693,0.879228,0.075079,1.7914,30.3875,221.08,5.73E+24,1.68E+20
186,0.1,0.04,0.0037,7794.3234,0.040397,0.877988,0.081616,1.6694,33.1599,219.41,5.04E+24,1.40E+20
187,0.1,0.04,0.004,7792.584,0.035111,0.87675,0.088138,1.5492,35.8392,216.74,4.20E+24,1.17E+20
188,0.1,0.0425,0.001,7810.9912,0.088499,0.889224,0.022277,1.3245,10.0754,67.1,7.37E+24,5.16E+20
189,0.1,0.0425,0.0013,7809.2444,0.083109,0.887962,0.028928,1.5104,12.5119,94.09,8.40E+24,5.51E+20
190,0.1,0.0425,0.0016,7807.4983,0.077732,0.886703,0.035565,1.8634,15.2075,132.82,8.82E+24,5.31E+20
191,0.1,0.0425,0.0019,7805.753,0.072365,0.885446,0.042188,2.0069,17.7322,168.31,8.77E+24,4.75E+20
192,0.1,0.0425,0.0022,7804.0085,0.067011,0.884193,0.048797,2.2172,20.1197,203.46,8.40E+24,4.11E+20
193,0.1,0.0425,0.0025,7802.2647,0.061668,0.882941,0.055391,2.3753,22.8253,228.89,7.83E+24,3.41E+20
194,0.1,0.0425,0.0028,7800.5217,0.056336,0.881693,0.061971,2.1343,25.4498,226.01,7.15E+24,2.76E+20
195,0.1,0.0425,0.0031,7798.7796,0.051016,0.880447,0.068537,1.9514,28.0455,224.25,6.44E+24,2.13E+20
196,0.1,0.0425,0.0034,7797.0381,0.045707,0.879204,0.075089,1.8043,30.5232,222.5,5.73E+24,1.65E+20
197,0.1,0.0425,0.0037,7795.2975,0.04041,0.877964,0.081626,1.6654,33.2109,219.8,5.02E+24,1.39E+20
198,0.1,0.0425,0.004,7793.5577,0.035124,0.876726,0.08815,1.5618,35.9975,218.12,4.12E+24,1.14E+20
199,0.1,0.045,0.001,7811.975,0.088519,0.889202,0.02228,1.3714,10.1331,69.1,7.37E+24,5.02E+20
200,0.1,0.045,0.0013,7810.2277,0.083129,0.887939,0.028932,1.5377,12.6882,96.1,8.40E+24,5.37E+20
201,0.1,0.045,0.0016,7808.4812,0.07775,0.88668,0.03557,1.8795,15.2903,134.97,8.82E+24,5.17E+20
202,0.1,0.045,0.0019,7806.7355,0.072383,0.885423,0.042194,2.0236,17.7222,171.02,8.78E+24,4.63E+20
203,0.1,0.045,0.0022,7804.9906,0.067028,0.884169,0.048803,2.2592,20.3174,206.53,8.41E+24,4.00E+20
204,0.1,0.045,0.0025,7803.2464,0.061684,0.882918,0.055398,2.376,22.9389,229.28,7.84E+24,3.32E+20
205,0.1,0.045,0.0028,7801.5031,0.056352,0.881669,0.061979,2.1321,25.4704,226.4,7.16E+24,2.63E+20
206,0.1,0.045,0.0031,7799.7605,0.051031,0.880423,0.068546,1.9492,28.1736,224.61,6.44E+24,2.08E+20
207,0.1,0.045,0.0034,7798.0187,0.045722,0.87918,0.075098,1.8011,30.6589,222.89,5.74E+24,1.61E+20
208,0.1,0.045,0.0037,7796.2776,0.040424,0.87794,0.081637,1.6654,33.4616,220.18,4.99E+24,1.39E+20
209,0.1,0.045,0.004,7794.5374,0.035137,0.876702,0.088161,1.5628,36.0555,218.5,4.04E+24,1.12E+20
210,0.1,0.0475,0.001,7812.9648,0.088538,0.889179,0.022282,1.3793,10.0917,70.09,7.38E+24,4.79E+20
211,0.1,0.0475,0.0013,7811.2171,0.083147,0.887917,0.028936,1.5643,12.7653,98.1,8.41E+24,5.23E+20
212,0.1,0.0475,0.0016,7809.4702,0.077768,0.886657,0.035575,1.8943,15.2738,137.1,8.83E+24,5.04E+20
213,0.1,0.0475,0.0019,7807.7241,0.0724,0.8854,0.042199,2.0213,17.8128,172.73,8.78E+24,4.50E+20
214,0.1,0.0475,0.0022,7805.9788,0.067044,0.884146,0.048809,2.2992,20.3155,209.43,8.42E+24,3.90E+20
215,0.1,0.0475,0.0025,7804.2342,0.0617,0.882895,0.055405,2.3749,23.0528,229.63,7.85E+24,3.24E+20
216,0.1,0.0475,0.0028,7802.4904,0.056367,0.881646,0.061987,2.1467,25.6913,227.77,7.17E+24,2.57E+20
217,0.1,0.0475,0.0031,7800.7474,0.051046,0.8804,0.068554,1.9507,28.3018,224.96,6.45E+24,2.03E+20
